"movie_title","genres","language","content_rating","title_year","imdb_score"
"The French Connection ","Action|Crime|Drama|Thriller","English","R",1971,7.8
"Bad Moms ","Comedy","English","R",2016,6.7
"Date Movie ","Comedy|Romance","English","PG-13",2006,2.7
"Return to Never Land ","Adventure|Animation|Family|Fantasy","English","G",2002,5.8
"Selma ","Biography|Drama|History","English","PG-13",2014,7.5
"The Jungle Book 2 ","Adventure|Animation|Family|Musical","English","G",2003,5.4
"Boogeyman ","Drama|Horror|Mystery|Thriller","English","PG-13",2005,4.1
"Premonition ","Drama|Mystery|Thriller","English","PG-13",2007,5.9
"The Tigger Movie ","Animation|Comedy|Drama|Family|Musical","English","G",2000,6.3
"Orphan ","Horror|Mystery|Thriller","English","R",2009,7
"Max ","Adventure|Family","English","PG",2015,6.8
"Meet the Browns             ","Comedy","English","",NA,3.5
"Epic Movie ","Adventure|Comedy","English","PG-13",2007,2.3
"Conan the Barbarian ","Adventure|Fantasy","English","R",1982,6.9
"Spotlight ","Biography|Crime|Drama|History","English","R",2015,8.1
"Lakeview Terrace ","Crime|Drama|Thriller","English","PG-13",2008,6.1
"The Grudge 2 ","Horror|Thriller","English","PG-13",2006,5
"How Stella Got Her Groove Back ","Comedy|Drama|Romance","English","R",1998,5.5
"Bill & Ted's Bogus Journey ","Adventure|Comedy|Fantasy|Music|Sci-Fi","English","PG",1991,6.2
"Man of the Year ","Comedy|Drama|Romance|Thriller","English","PG-13",2006,6.2
"The Black Hole ","Action|Sci-Fi","English","PG",1979,5.9
"The American ","Crime|Drama|Thriller","English","R",2010,6.3
"Selena ","Biography|Drama|Music","English","PG",1997,6.7
"Vampires Suck ","Comedy","English","PG-13",2010,3.5
"Babel ","Drama","English","R",2006,7.5
"This Is Where I Leave You ","Comedy|Drama","English","R",2014,6.6
"Doubt ","Drama|Mystery","English","PG-13",2008,7.5
"Team America: World Police ","Action|Comedy","English","R",2004,7.2
"Texas Chainsaw 3D ","Horror|Thriller","English","R",2013,4.8
"Copycat ","Crime|Drama|Mystery|Thriller","English","R",1995,6.6
"Scary Movie 5 ","Comedy","English","PG-13",2013,3.5
"Paint Your Wagon ","Comedy|Drama|Musical|Romance|Western","English","PG-13",1969,6.7
"Milk ","Biography|Drama|History","English","R",2008,7.6
"Risen ","Action|Adventure|Drama|Mystery","English","PG-13",2016,6.3
"Ghost Ship ","Horror","English","R",2002,5.5
"A Very Harold & Kumar 3D Christmas ","Adventure|Comedy","English","R",2011,6.3
"Wild Things ","Crime|Drama|Mystery|Thriller","English","R",1998,6.5
"The Stepfather ","Crime|Thriller","English","PG-13",2009,5.6
"The Debt ","Drama|Thriller","English","R",2010,6.9
"High Fidelity ","Comedy|Drama|Music|Romance","English","R",2000,7.6
"One Missed Call ","Horror|Mystery","English","PG-13",2008,3.9
"Eye for an Eye ","Crime|Drama|Thriller","English","R",1996,6.1
"The Bank Job ","Crime|Drama|Romance|Thriller","English","R",2008,7.3
"Eternal Sunshine of the Spotless Mind ","Drama|Fantasy|Romance|Sci-Fi","English","R",2004,8.3
"You Again ","Comedy|Family|Romance","English","PG",2010,5.8
"Street Kings ","Action|Crime|Drama|Thriller","English","R",2008,6.8
"The World's End ","Action|Comedy|Sci-Fi","English","R",2013,7
"Nancy Drew ","Comedy|Crime|Family|Mystery|Romance|Thriller","English","PG",2007,5.9
"Daybreakers ","Action|Horror|Sci-Fi|Thriller","English","R",2009,6.5
"She's Out of My League ","Comedy|Romance","English","R",2010,6.4
"Monte Carlo ","Adventure|Comedy|Family|Romance","English","PG",2011,5.8
"Stay Alive ","Horror|Thriller","English","PG-13",2006,5.1
"Quigley Down Under ","Action|Adventure|Drama|Romance|Western","English","PG-13",1990,6.8
"Alpha and Omega ","Adventure|Animation|Comedy|Family|Romance","English","PG",2010,5.3
"The Covenant ","Action|Fantasy|Horror|Thriller","English","PG-13",2006,5.3
"Stick It ","Comedy|Drama|Sport","English","PG-13",2006,6.4
"Shorts ","Comedy|Family|Fantasy","English","PG",2009,4.9
"To Die For ","Comedy|Crime|Drama","English","R",1995,6.8
"Nerve ","Adventure|Crime|Mystery|Sci-Fi|Thriller","English","PG-13",2016,7.1
"Appaloosa ","Crime|Drama|Western","English","R",2008,6.8
"Vampires ","Action|Horror|Thriller","English","R",1998,6.1
"Yu-Gi-Oh! Duel Monsters             ","Action|Adventure|Animation|Family|Fantasy","Japanese","",NA,7
"Psycho ","Horror|Mystery|Thriller","English","R",1960,8.5
"My Best Friend's Girl ","Comedy|Romance","English","R",2008,5.9
"Endless Love ","Drama|Romance","English","PG-13",2014,6.3
"Georgia Rule ","Comedy|Drama","English","R",2007,5.9
"Under the Rainbow ","Comedy","English","PG",1981,5.4
"Ladyhawke ","Adventure|Comedy|Drama|Fantasy","English","PG-13",1985,7
"Simon Birch ","Comedy|Drama|Family","English","PG",1998,6.9
"Reign Over Me ","Drama","English","R",2007,7.5
"Into the Wild ","Adventure|Biography|Drama","English","R",2007,8.2
"School for Scoundrels ","Comedy","English","PG-13",2006,5.9
"Silent Hill: Revelation 3D ","Adventure|Drama|Horror|Mystery|Thriller","English","R",2012,5
"From Dusk Till Dawn ","Crime|Fantasy|Horror","English","R",1996,7.3
"Pooh's Heffalump Movie ","Animation|Family|Fantasy|Mystery","English","G",2005,6.4
"Home for the Holidays ","Comedy|Drama|Romance","English","PG-13",1995,6.6
"Kung Fu Hustle ","Action|Comedy|Crime|Fantasy","Cantonese","R",2004,7.8
"Fired Up             ","Comedy","English","",NA,6.7
"The Country Bears ","Comedy|Family|Music|Musical","English","G",2002,4
"The Kite Runner ","Drama","Dari","PG-13",2007,7.6
"21 Grams ","Drama","English","R",2003,7.7
"Paparazzi ","Action|Crime|Drama|Thriller","English","PG-13",2004,5.8
"Twilight ","Drama|Fantasy|Romance","English","PG-13",2008,5.2
"A Guy Thing ","Comedy|Romance","English","PG-13",2003,5.6
"Loser ","Comedy|Romance","English","PG-13",2000,5.3
"Capitalism: A Love Story ","Crime|Documentary|News","English","R",2009,7.4
"The Greatest Story Ever Told ","Biography|Drama|History","English","G",1965,6.6
"Secret in Their Eyes ","Crime|Drama|Mystery|Thriller","English","PG-13",2015,6.2
"Disaster Movie ","Comedy","English","PG-13",2008,1.9
"Armored ","Action|Crime|Thriller","English","PG-13",2009,5.7
"The Man Who Knew Too Little ","Action|Comedy|Crime|Thriller","English","PG",1997,6.6
"What's Your Number? ","Comedy|Romance","English","R",2011,6
"Lockout ","Action|Adventure|Sci-Fi|Thriller","English","PG-13",2012,6.1
"Envy ","Comedy","English","PG-13",2004,4.8
"Crank: High Voltage ","Action|Crime|Sci-Fi|Thriller","English","R",2009,6.2
"Bullets Over Broadway ","Comedy|Crime","English","R",1994,7.5
"One Night with the King ","Biography|Drama|History","English","PG",2006,6.3
"The Quiet American ","Drama|Mystery|Romance|Thriller|War","English","R",2002,7.1
"The Weather Man ","Comedy|Drama","English","R",2005,6.6
"Undisputed ","Action|Crime|Drama|Sport","English","R",2002,6.1
"Ghost Town ","Comedy|Drama|Fantasy|Romance","English","PG-13",2008,6.7
"12 Rounds ","Action|Crime|Thriller","English","PG-13",2009,5.6
"Let Me In ","Drama|Fantasy|Horror|Mystery","English","R",2010,7.2
"3 Ninjas Kick Back ","Action|Comedy|Family","English","PG",1994,4.3
"Be Kind Rewind ","Comedy","English","PG-13",2008,6.4
"Mrs Henderson Presents ","Comedy|Drama|Music|War","English","R",2005,7.1
"Triple 9 ","Action|Crime|Drama|Thriller","English","R",2016,6.3
"Deconstructing Harry ","Comedy","English","R",1997,7.4
"Three to Tango ","Comedy|Romance","English","PG-13",1999,6.1
"Burnt ","Comedy|Drama","English","R",2015,6.6
"We're No Angels ","Comedy|Crime","English","PG-13",1989,6
"Everyone Says I Love You ","Comedy|Musical|Romance","English","R",1996,6.8
"Death at a Funeral ","Comedy","English","R",2007,7.4
"Death Sentence ","Action|Crime|Thriller","English","R",2007,6.8
"Everybody's Fine ","Adventure|Drama","English","PG-13",2009,7.2
"Superbabies: Baby Geniuses 2 ","Comedy|Family|Sci-Fi","English","PG",2004,1.9
"The Man ","Action|Comedy|Crime","English","PG-13",2005,5.5
"Code Name: The Cleaner ","Action|Comedy|Crime","English","PG-13",2007,4.5
"Connie and Carla ","Comedy|Crime|Music","English","PG-13",2004,6.3
"Sweet Charity ","Comedy|Drama|Music|Musical|Romance","English","G",1969,7
"Inherent Vice ","Comedy|Crime|Drama|Mystery|Romance","English","R",2014,6.7
"Doogal ","Adventure|Animation|Comedy|Family|Fantasy","English","G",2006,2.8
"Battle of the Year ","Drama|Music","English","PG-13",2013,5
"Perception             ","Crime|Drama|Mystery|Thriller","English","TV-14",NA,7.5
"An American Carol ","Comedy|Fantasy","English","PG-13",2008,4.3
"Machete Kills ","Action|Comedy|Crime|Thriller","English","R",2013,5.6
"Willard ","Drama|Horror|Sci-Fi|Thriller","English","PG-13",2003,6.2
"Strange Wilderness ","Adventure|Comedy","English","R",2008,5.3
"Topsy-Turvy ","Biography|Comedy|Drama|History|Music|Musical","English","R",1999,7.4
"Little Boy ","Drama|War","English","PG-13",2015,7.4
"A Dangerous Method ","Biography|Drama|Thriller","English","R",2011,6.5
"A Scanner Darkly ","Animation|Drama|Mystery|Sci-Fi|Thriller","English","R",2006,7.1
"Chasing Mavericks ","Biography|Drama|Sport","English","PG",2012,7.2
"Alone in the Dark ","Horror|Sci-Fi","English","R",2005,2.3
"Bandslam ","Comedy|Drama|Family|Music|Romance","English","PG",2009,6.4
"Birth ","Drama|Mystery|Romance|Thriller","English","R",2004,6.1
"A Most Violent Year ","Action|Crime|Drama|Thriller","English","R",2014,7
"Passchendaele ","Drama|History|Romance|War","English","R",2008,6.5
"Flash of Genius ","Biography|Drama","English","PG-13",2008,7
"I'm Not There. ","Biography|Drama|Music","English","R",2007,7
"The Cold Light of Day ","Action|Thriller","English","PG-13",2012,4.9
"The Brothers Bloom ","Adventure|Comedy|Drama|Romance","English","PG-13",2008,6.9
"Synecdoche, New York ","Comedy|Drama|Romance","English","R",2008,7.5
"Princess Mononoke ","Adventure|Animation|Fantasy","Japanese","PG-13",1997,8.4
"Bon voyage ","Comedy|Drama|Mystery|Romance|Thriller|War","French","PG-13",2003,6.9
"Can't Stop the Music ","Biography|Comedy|Musical","English","PG",1980,4.5
"The Proposition ","Crime|Drama|Western","English","R",2005,7.4
"Courage ","Biography|Drama|Sport","English","PG",2015,7
"Marci X ","Comedy|Music","English","R",2003,2.8
"Equilibrium ","Action|Drama|Sci-Fi|Thriller","English","R",2002,7.5
"The Children of Huang Shi ","Drama|War","English","R",2008,7.1
"The Yards ","Crime|Drama|Romance|Thriller","English","R",2000,6.4
"The Oogieloves in the Big Balloon Adventure ","Adventure|Family|Fantasy|Musical","English","G",2012,6.7
"By the Sea ","Drama|Romance","English","R",2015,5.3
"Steamboy ","Action|Adventure|Animation|Family|Sci-Fi|Thriller","Japanese","PG-13",2004,6.9
"The Game of Their Lives ","Drama|History|Sport","English","PG",2005,6.2
"All Good Things ","Crime|Drama|Mystery|Romance|Thriller","English","R",2010,6.3
"Rapa Nui ","Action|Adventure|Drama|History|Romance","English","R",1994,6.4
"CJ7 ","Comedy|Family|Sci-Fi","Cantonese","PG",2008,6.5
"Les couloirs du temps: Les visiteurs II ","Comedy|Family|Fantasy|Sci-Fi","French","",1998,6
"Dylan Dog: Dead of Night ","Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller","English","PG-13",2010,5.1
"People I Know ","Crime|Drama|Mystery","English","R",2002,5.5
"The Doombolt Chase             ","Drama|Family","English","",NA,7.2
"The Tempest ","Comedy|Drama|Fantasy|Romance","English","PG-13",2010,5.4
"Regression ","Crime|Drama|Mystery|Thriller","English","R",2015,5.7
"The Touch ","Romance|Short","English","",2007,5.2
"Three Kingdoms: Resurrection of the Dragon ","Action|Drama|History|War","Mandarin","R",2008,6.2
"Shattered ","Crime|Drama|Thriller","English","R",2007,6.7
"Zambezia ","Adventure|Animation|Comedy|Family","English","G",2012,5.8
"Ramanujan ","Biography|Drama|History","English","",2014,7
"Dwegons and Leprechauns ","Animation","English","PG",2014,4.8
"Hands of Stone ","Action|Biography|Drama|Sport","English","R",2016,7.2
"Survivor ","Action|Crime|Thriller","English","PG-13",2015,5.6
"The Frozen Ground ","Crime|Drama|Mystery|Thriller","English","R",2013,6.4
"The Painted Veil ","Drama|Romance","Mandarin","PG-13",2006,7.5
"The Baader Meinhof Complex ","Action|Biography|Crime|Drama","German","R",2008,7.4
"Dances with Wolves ","Adventure|Drama|Western","English","PG-13",1990,8
"Bad Teacher ","Comedy","English","R",2011,5.7
"Sea of Love ","Crime|Drama|Mystery|Thriller","English","R",1989,6.8
"A Cinderella Story ","Comedy|Family|Romance","English","PG",2004,5.9
"Scream ","Horror|Mystery","English","R",1996,7.2
"Thir13en Ghosts ","Horror","English","R",2001,5.5
"The Shining ","Drama|Horror","English","R",1980,8.4
"Back to the Future ","Adventure|Comedy|Sci-Fi","English","PG",1985,8.5
"House on Haunted Hill ","Horror|Mystery|Thriller","English","R",1999,5.6
"I Can Do Bad All by Myself ","Comedy|Drama","English","PG-13",2009,4.1
"Fight Valley ","Action|Drama","English","",2016,5
"The Switch ","Comedy|Drama|Romance","English","PG-13",2010,6.1
"Just Married ","Comedy|Romance","English","PG-13",2003,5.4
"The Devil's Double ","Biography|Drama|Thriller","English","R",2011,7.1
"Gone, Baby, Gone             ","Comedy|Drama|Reality-TV|Romance","English","TV-14",NA,6.6
"Thomas and the Magic Railroad ","Adventure|Comedy|Drama|Family|Fantasy","English","G",2000,3.6
"The Crazies ","Horror|Thriller","English","R",2010,6.5
"Spirited Away ","Adventure|Animation|Family|Fantasy","Japanese","PG",2001,8.6
"Firestorm ","Action|Crime|Thriller","Mandarin","",2013,6.2
"The Bounty ","Action|Adventure|Drama|History|Romance","English","PG",1984,7
"The Book Thief ","Drama|War","English","PG-13",2013,7.6
"Sex Drive ","Adventure|Comedy|Romance","English","R",2008,6.5
"Leap Year ","Comedy|Romance","English","PG",2010,6.4
"The Fall of the Roman Empire ","Drama|History|War","English","Approved",1964,6.7
"Take Me Home Tonight ","Comedy|Drama|Romance","English","R",2011,6.3
"Won't Back Down ","Drama","English","PG",2012,6.4
"The Nutcracker ","Family|Fantasy|Music","English","G",1993,5.7
"Kansas City ","Crime|Drama|Music|Thriller","English","R",1996,6.3
"Indignation ","Drama","Hebrew","R",2016,7.8
"The Amityville Horror ","Drama|Horror|Mystery|Thriller","English","R",2005,6
"Adaptation. ","Comedy|Drama","English","R",2002,7.7
"Land of the Dead ","Horror","English","R",2005,6.2
"Out of Inferno ","Action","Chinese","PG-13",2013,5.7
"Fear and Loathing in Las Vegas ","Adventure|Comedy|Drama","English","R",1998,7.7
"The Invention of Lying ","Comedy|Fantasy|Romance","English","PG-13",2009,6.4
"Neighbors ","Comedy","English","R",2014,6.4
"The Mask ","Action|Comedy|Crime|Fantasy","English","PG-13",1994,6.9
"Big ","Comedy|Drama|Family|Fantasy|Romance","English","PG",1988,7.3
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ","Comedy","English","R",2006,7.3
"Legally Blonde ","Comedy|Romance","English","PG-13",2001,6.2
"Star Trek III: The Search for Spock ","Action|Adventure|Sci-Fi","English","PG",1984,6.6
"The Exorcism of Emily Rose ","Drama|Horror|Thriller","English","PG-13",2005,6.7
"Deuce Bigalow: Male Gigolo ","Comedy|Romance","English","R",1999,5.7
"Left Behind ","Action|Drama|Fantasy|Mystery|Thriller","English","PG-13",2014,3.1
"The Family Stone ","Comedy|Drama|Romance","English","PG-13",2005,6.3
"Barbershop 2: Back in Business ","Comedy|Drama","English","PG-13",2004,5.7
"Bad Santa ","Comedy|Crime|Drama","English","R",2003,7.1
"Austin Powers: International Man of Mystery ","Comedy|Crime","English","PG-13",1997,7
"My Big Fat Greek Wedding 2 ","Comedy|Family|Romance","English","PG-13",2016,6.1
"Diary of a Wimpy Kid: Rodrick Rules ","Comedy|Family","English","PG",2011,6.6
"Predator ","Action|Horror|Sci-Fi","English","R",1987,7.8
"Amadeus ","Biography|Drama|History|Music","English","R",1984,8.3
"Prom Night ","Horror|Mystery","English","PG-13",2008,3.9
"Mean Girls ","Comedy","English","PG-13",2004,7
"Under the Tuscan Sun ","Comedy|Drama|Romance","English","PG-13",2003,6.7
"Gosford Park ","Drama|Mystery","English","R",2001,7.3
"The O.C.             ","Comedy|Drama|Romance","English","TV-PG",NA,7.5
"Peggy Sue Got Married ","Comedy|Drama|Fantasy|Romance","English","PG-13",1986,6.3
"Birdman or (The Unexpected Virtue of Ignorance) ","Comedy|Drama|Romance","English","R",2014,7.8
"Blue Jasmine ","Drama","English","PG-13",2013,7.3
"United 93 ","Drama|History|Thriller","English","R",2006,7.6
"Honey ","Drama|Music|Romance","English","PG-13",2003,5.3
"Glory ","Drama|History|War","English","R",1989,7.9
"Spy Hard ","Action|Comedy","English","PG-13",1996,5.3
"The Fog ","Fantasy|Horror","English","R",1980,6.8
"Soul Surfer ","Biography|Drama|Family|Sport","English","PG",2011,7.1
"Catch-22 ","Comedy|Drama|War","English","R",1970,7.2
"Observe and Report ","Comedy|Crime|Drama","English","R",2009,5.8
"Conan the Destroyer ","Action|Adventure|Fantasy","English","PG",1984,5.8
"Raging Bull ","Biography|Drama|Sport","English","R",1980,8.3
"Love Happens ","Drama|Romance","English","PG-13",2009,5.6
"Young Sherlock Holmes ","Adventure|Fantasy|Mystery|Thriller","English","PG-13",1985,6.8
"Fame ","Comedy|Drama|Musical|Romance","English","PG",2009,5
"127 Hours ","Adventure|Biography|Drama|Thriller","English","R",2010,7.6
"Small Time Crooks ","Comedy|Crime","English","PG",2000,6.7
"Center Stage ","Drama|Music|Romance","English","PG-13",2000,6.7
"Love the Coopers ","Comedy","English","PG-13",2015,5.7
"Catch That Kid ","Comedy|Crime","English","PG",2004,5.2
"Life as a House ","Drama","English","R",2001,7.5
"Steve Jobs ","Biography|Drama","English","R",2015,7.2
"I Love You, Beth Cooper ","Comedy|Romance","English","PG-13",2009,5.3
"Youth in Revolt ","Comedy|Drama|Romance","English","R",2009,6.5
"The Legend of the Lone Ranger ","Action|Adventure|Western","English","PG",1981,5
"The Tailor of Panama ","Drama|Thriller","English","R",2001,6.1
"Blow Out ","Mystery|Thriller","English","R",1981,7.4
"Getaway ","Action|Crime|Thriller","English","PG-13",2013,4.4
"The Ice Storm ","Drama","English","R",1997,7.5
"And So It Goes ","Comedy|Drama|Romance","English","PG-13",2014,5.7
"Troop Beverly Hills ","Adventure|Comedy","English","PG",1989,5.5
"Being Julia ","Comedy|Drama|Romance","English","R",2004,7.1
"9½ Weeks ","Drama|Romance","English","R",1986,5.9
"Dragonslayer ","Action|Adventure|Fantasy","English","PG",1981,6.7
"The Last Station ","Biography|Drama|Romance","English","R",2009,7
"Ed Wood ","Biography|Comedy|Drama","English","R",1994,7.9
"Labor Day ","Drama","English","PG-13",2013,6.9
"Mongol: The Rise of Genghis Khan ","Adventure|Biography|Drama|History|War","Mongolian","R",2007,7.3
"RocknRolla ","Action|Crime|Thriller","English","R",2008,7.3
"Megaforce ","Action|Sci-Fi","English","PG",1982,3.5
"Hamlet ","Drama","English","PG-13",1996,7.8
"Mao's Last Dancer ","Biography|Drama|Music|Romance","English","PG",2009,7.4
"Midnight Special ","Adventure|Drama|Sci-Fi|Thriller","English","PG-13",2016,6.7
"Anything Else ","Comedy|Romance","English","R",2003,6.4
"The Railway Man ","Biography|Drama|Romance|War","English","R",2013,7.1
"Unforgettable             ","Drama|Mystery","","",NA,6.7
"The White Ribbon ","Drama|Mystery","German","R",2009,7.8
"Restoration ","Horror","English","",2016,4
"The Wraith ","Action|Horror|Romance|Sci-Fi|Thriller","English","R",1986,5.9
"The Salton Sea ","Crime|Drama|Mystery|Thriller","English","R",2002,7.2
"Metallica Through the Never ","Music","English","R",2013,7.2
"The Informers ","Crime|Drama|Thriller","English","R",2008,5.1
"Carlos             ","Biography|Crime|Drama|Thriller","English","Not Rated",NA,7.7
"I Come with the Rain ","Thriller","English","Not Rated",2009,5.5
"One Man's Hero ","Action|Drama|History|Romance|War|Western","English","R",1999,6.2
"Day of the Dead ","Horror","English","Unrated",1985,7.2
"I Am Wrath ","Action|Crime|Drama|Thriller","English","R",2016,5.2
"Renaissance ","Action|Animation|Sci-Fi|Thriller","English","R",2006,6.7
"Forsaken ","Drama|Western","English","R",2015,6.3
"Red Sonja ","Action|Adventure|Fantasy","English","PG-13",1985,5
"Red Lights ","Drama|Horror|Mystery|Thriller","English","R",2012,6.2
"Superbad ","Comedy","English","R",2007,7.6
"Madea Goes to Jail ","Comedy|Crime|Drama","English","PG-13",2009,4.1
"Wolves ","Action|Horror","English","R",2014,5.3
"Step Up 2: The Streets ","Drama|Music|Musical|Romance","English","PG-13",2008,6.2
"Hoodwinked! ","Action|Animation|Comedy|Crime|Family","English","PG",2005,6.5
"Hotel Rwanda ","Drama|History|War","English","PG-13",2004,8.1
"Hitman ","Action|Crime|Drama|Thriller","English","R",2007,6.3
"Black Nativity ","Drama|Family|Music|Musical","English","PG",2013,4.4
"The Prince ","Action|Thriller","English","R",2014,4.6
"City of Ghosts ","Crime|Drama|Thriller","English","R",2002,6
"The Others ","Fantasy|Horror|Thriller","English","PG-13",2001,7.6
"Aliens ","Action|Adventure|Sci-Fi","English","R",1986,8.4
"My Fair Lady ","Drama|Family|Musical|Romance","English","Approved",1964,7.9
"I Know What You Did Last Summer ","Horror|Mystery|Thriller","English","R",1997,5.6
"Let's Be Cops ","Comedy","English","R",2014,6.5
"Sideways ","Adventure|Comedy|Drama|Romance","English","R",2004,7.5
"Beerfest ","Comedy","English","R",2006,6.3
"Halloween ","Horror|Thriller","English","R",1978,7.9
"Hero ","Action|Adventure|History","Mandarin","PG-13",2002,7.9
"Good Boy! ","Comedy|Drama|Family|Fantasy|Sci-Fi","English","PG",2003,5.1
"The Best Man Holiday ","Comedy|Drama","English","R",2013,6.7
"Smokin' Aces ","Action|Crime|Drama|Thriller","English","R",2006,6.7
"Saw 3D: The Final Chapter ","Horror|Mystery","English","R",2010,5.6
"40 Days and 40 Nights ","Comedy|Romance","English","R",2002,5.6
"TRON: Legacy ","Action|Adventure|Sci-Fi","English","PG",2010,6.8
"A Night at the Roxbury ","Comedy|Music|Romance","English","PG-13",1998,6.2
"Beastly ","Drama|Fantasy|Romance","English","PG-13",2011,5.6
"The Hills Have Eyes ","Horror","English","R",2006,6.4
"Dickie Roberts: Former Child Star ","Comedy","English","PG-13",2003,5.6
"McFarland, USA ","Biography|Drama|Sport","English","PG",2015,7.4
"Lottery Ticket ","Comedy","English","PG-13",2010,4.9
"ATL ","Comedy|Crime|Drama|Music|Romance","English","PG-13",2006,6
"Pitch Perfect ","Comedy|Music|Romance","English","PG-13",2012,7.2
"Summer Catch ","Comedy|Drama|Romance|Sport","English","PG-13",2001,4.9
"A Simple Plan ","Crime|Drama|Thriller","English","R",1998,7.5
"They ","Horror|Mystery|Thriller","English","PG-13",2002,4.8
"Larry the Cable Guy: Health Inspector ","Comedy|Romance","English","PG-13",2006,3.1
"The Adventures of Elmo in Grouchland ","Adventure|Comedy|Family|Fantasy|Musical","English","G",1999,5.8
"Brooklyn's Finest ","Crime|Drama|Thriller","English","R",2009,6.7
"55 Days at Peking ","Action|Adventure|Drama|History|War","English","Unrated",1963,6.8
"Evil Dead ","Horror","English","R",2013,6.5
"My Life in Ruins ","Comedy|Romance","English","PG-13",2009,5.9
"American Dreamz ","Comedy|Music","English","PG-13",2006,5.5
"Superman IV: The Quest for Peace ","Action|Adventure|Family|Sci-Fi","English","PG",1987,3.6
"How She Move ","Drama","English","PG-13",2007,3.3
"Running Scared ","Action|Crime|Drama|Thriller","English","R",2006,7.4
"Bobby Jones: Stroke of Genius ","Biography|Drama|Romance|Sport","English","PG",2004,6.7
"Shanghai Surprise ","Adventure|Crime|Drama|Romance","English","PG-13",1986,3
"The Illusionist ","Drama|Mystery|Romance|Thriller","English","PG-13",2006,7.6
"Roar ","Adventure|Horror|Thriller","English","PG",1981,6.4
"Veronica Guerin ","Biography|Crime|Drama|Thriller","English","R",2003,6.9
"Escobar: Paradise Lost ","Crime|Drama|Romance|Thriller","English","R",2014,6.6
"Southland Tales ","Comedy|Mystery|Sci-Fi|Thriller","English","R",2006,5.5
"Dragon Hunters ","Adventure|Animation|Family|Fantasy","French","PG",2008,6.6
"Damnation Alley ","Sci-Fi","English","PG",1977,5.2
"The Apparition ","Horror|Thriller","English","PG-13",2012,4.1
"My Girl ","Comedy|Drama|Family|Romance","English","PG-13",1991,6.8
"Fur: An Imaginary Portrait of Diane Arbus ","Biography|Drama|Romance","English","R",2006,6.5
"The Illusionist ","Drama|Mystery|Romance|Thriller","English","PG-13",2006,7.6
"Wall Street ","Crime|Drama","English","R",1987,7.4
"Sense and Sensibility ","Drama|Romance","English","PG",1995,7.7
"Becoming Jane ","Biography|Drama|Romance","English","PG",2007,7.1
"Sydney White ","Comedy|Romance","English","PG-13",2007,6.3
"House of Sand and Fog ","Drama","English","R",2003,7.6
"Dead Poets Society ","Comedy|Drama","English","PG",1989,8
"Dumb & Dumber ","Comedy","English","PG-13",1994,7.3
"When Harry Met Sally... ","Comedy|Drama|Romance","English","R",1989,7.6
"The Verdict ","Drama","English","R",1982,7.8
"Road Trip ","Comedy","English","R",2000,6.5
"Varsity Blues ","Comedy|Drama|Romance|Sport","English","R",1999,6.4
"The Artist ","Comedy|Drama|Romance","English","PG-13",2011,8
"The Unborn ","Drama|Fantasy|Horror|Mystery|Thriller","English","PG-13",2009,4.8
"Moonrise Kingdom ","Adventure|Comedy|Drama|Romance","English","PG-13",2012,7.8
"The Texas Chainsaw Massacre: The Beginning ","Horror","English","R",2006,5.9
"The Young Messiah ","Drama","English","PG-13",2016,5.4
"The Master of Disguise ","Comedy|Family","English","PG",2002,3.3
"Pan's Labyrinth ","Drama|Fantasy|War","Spanish","R",2006,8.2
"The Messengers             ","Drama|Fantasy|Mystery|Thriller","English","",NA,6.6
"See Spot Run ","Action|Comedy|Crime|Family","English","PG",2001,5.4
"Baby Boy ","Crime|Drama|Romance|Thriller","English","R",2001,6.4
"The Roommate ","Drama|Horror|Thriller","English","PG-13",2011,4.8
"Joe Dirt ","Adventure|Comedy|Drama","English","PG-13",2001,5.9
"Double Impact ","Action|Crime","English","R",1991,5.5
"Hot Fuzz ","Action|Comedy|Mystery","English","R",2007,7.9
"The Women ","Comedy|Drama","English","PG-13",2008,4.9
"Vicky Cristina Barcelona ","Drama|Romance","English","PG-13",2008,7.2
"Arn: The Knight Templar ","Action|Adventure|Drama|Romance|War","Swedish","",2007,6.6
"Bad Moms ","Comedy","English","R",2016,6.7
"Boys and Girls ","Comedy|Drama|Romance","English","PG-13",2000,5.3
"White Oleander ","Drama","English","PG-13",2002,7.2
"Jennifer's Body ","Comedy|Fantasy|Horror","English","R",2009,5.1
"Drowning Mona ","Comedy|Crime|Mystery","English","PG-13",2000,5.6
"Radio Days ","Comedy","English","PG",1987,7.6
"Left Behind ","Action|Drama|Fantasy|Mystery|Thriller","English","PG-13",2014,3.1
"Remember Me ","Drama|Romance","English","PG-13",2010,7.2
"How to Deal ","Comedy|Drama|Romance","English","PG-13",2003,5.7
"My Stepmother Is an Alien ","Comedy|Romance|Sci-Fi","English","PG-13",1988,5.2
"Philadelphia ","Drama","English","PG-13",1993,7.7
"The Thirteenth Floor ","Mystery|Sci-Fi|Thriller","English","R",1999,7
"The Cookout ","Comedy","English","PG-13",2004,3.6
"Meteor ","Action|Drama|Sci-Fi|Thriller","English","PG",1979,4.9
"Duets ","Comedy|Drama|Music","English","R",2000,6
"Hollywood Ending ","Comedy|Romance","English","PG-13",2002,6.6
